incident_count_500m,incident_count_1km,weighted_severity_score,harassment_density,poor_lighting_density,distance_to_police_km,distance_to_hospital_km,hour_of_day,is_night,is_weekend,risk_category
1,2,2.8,2,1,1.67,2.41,23,1,1,0
3,5,10.01,1,2,0.64,2.57,17,0,0,1
0,7,8.6,4,4,0.57,1.11,10,0,0,1
0,5,4.14,2,3,0.12,0.62,23,1,1,0
1,5,6.09,1,2,2.83,2.64,11,0,1,1
0,1,1.32,0,2,3.48,2.41,0,1,0,0
0,4,2.98,1,3,2.73,1.23,5,1,0,0
1,2,3.16,1,1,0.24,1.08,15,0,1,0
2,3,5.4,1,2,2.69,1.27,19,0,1,1
0,5,3.75,0,1,0.18,1.88,2,1,0,0
0,3,1.63,3,2,0.3,9.4,16,0,0,0
5,9,8.45,3,3,1.15,3.81,15,0,0,2
1,6,6.46,2,1,1.26,4.97,10,0,0,1
0,2,1.13,0,1,3.15,1.96,15,0,1,0
0,2,2.45,0,0,2.15,2.07,11,0,0,0
3,5,10.11,6,3,0.4,0.77,0,1,0,2
0,2,2.77,1,2,0.56,3.39,10,0,1,0
2,8,7.06,3,2,0.71,1.57,22,1,0,1
1,3,3.67,2,0,0.34,3.59,5,1,0,0
1,2,2.37,1,2,0.71,1.52,18,0,0,0
1,2,2.78,1,0,2.45,0.49,11,0,0,0
2,5,5.28,4,2,0.6,0.68,1,1,1,1
1,5,5.37,3,3,3.35,4.37,9,0,0,1
0,1,1.37,0,2,1.24,0.95,18,0,0,0
2,8,9.21,4,6,0.8,0.97,14,0,0,2
1,3,3.37,3,2,1.06,6.83,7,0,1,0
1,4,4.24,2,1,2.33,2.88,10,0,0,0
3,8,11.49,4,5,1.41,0.5,22,1,0,2
2,2,5.38,3,1,0.11,0.59,15,0,1,1
2,7,7.78,3,2,4.7,0.99,12,0,1,2
4,8,15.24,1,4,0.22,2.45,12,0,1,2
3,5,8.76,1,3,5.12,3.69,22,1,0,2
0,3,2.36,2,0,0.15,1.0,4,1,0,0
2,4,4.83,1,1,2.75,5.31,11,0,0,0
1,4,4.5,4,3,1.48,0.49,9,0,1,0
1,6,6.79,2,5,1.37,0.78,18,0,1,2
1,2,3.81,1,2,0.24,9.01,16,0,1,0
3,6,7.8,3,3,0.59,0.56,0,1,1,2
0,2,2.52,1,2,2.81,5.68,21,1,0,0
1,4,5.13,1,3,4.09,3.24,14,0,1,1
4,6,7.39,1,3,1.46,0.39,15,0,1,2
1,4,4.98,2,2,0.88,1.85,19,0,1,0
2,4,7.86,3,1,0.21,2.03,22,1,1,1
2,5,7.99,3,2,2.16,6.93,9,0,0,1
1,3,4.24,1,1,0.69,1.57,9,0,0,0
1,2,2.08,0,1,0.2,1.68,16,0,0,0
4,6,11.46,4,3,2.07,0.5,21,1,0,2
2,2,3.16,2,1,1.3,2.75,22,1,0,0
2,7,10.15,2,5,0.12,0.79,16,0,1,2
2,7,11.1,4,2,0.31,0.4,1,1,1,2
3,7,8.32,2,4,2.26,14.66,8,0,1,2
2,4,6.5,2,3,0.22,0.99,21,1,0,1
1,5,4.12,3,3,3.72,0.58,3,1,0,1
2,5,6.97,1,2,0.77,3.21,6,0,0,1
1,1,2.29,1,1,0.27,4.51,4,1,0,0
2,2,2.74,0,2,2.67,0.37,18,0,0,0
2,3,3.89,1,4,1.44,0.48,3,1,1,0
2,5,5.6,2,3,0.76,0.44,17,0,0,1
2,5,4.35,0,4,1.04,0.32,21,1,0,1
2,5,7.24,2,0,0.14,2.89,2,1,0,1
1,4,5.99,1,4,2.06,2.42,22,1,1,1
0,4,2.85,2,4,0.92,2.92,3,1,1,0
2,3,5.1,0,2,2.35,1.96,13,0,1,0
0,3,3.03,2,2,1.88,4.45,23,1,1,0
0,6,6.52,3,3,2.0,2.18,13,0,0,1
2,3,6.38,3,1,2.93,6.48,16,0,1,1
1,4,6.2,3,3,1.9,1.86,8,0,0,1
0,5,7.0,1,3,1.08,4.11,18,0,0,1
0,2,1.95,0,2,0.99,1.51,2,1,0,0
1,5,7.97,3,3,0.33,1.63,14,0,1,1
1,2,2.69,1,2,2.82,4.93,20,0,1,0
3,4,8.19,0,3,2.68,0.48,0,1,0,1
2,2,5.28,0,1,0.61,2.28,18,0,0,0
1,2,2.23,1,1,3.67,3.44,3,1,1,0
1,4,6.22,3,4,1.7,3.67,13,0,0,1
4,7,14.66,5,4,1.27,2.44,17,0,1,2
2,5,8.23,1,5,0.13,1.69,11,0,0,1
1,3,4.27,1,3,0.97,0.96,5,1,0,0
1,2,1.99,0,2,1.94,6.2,9,0,0,0
1,4,6.57,2,2,0.27,1.35,3,1,0,1
0,1,0.73,1,1,1.21,4.21,15,0,1,0
3,4,5.65,3,3,9.15,0.28,0,1,1,2
2,4,4.91,2,2,2.37,0.86,2,1,0,1
0,4,2.95,0,3,1.52,1.26,6,0,1,0
5,5,5.71,2,4,1.47,2.98,2,1,1,2
0,2,2.99,2,1,0.18,1.16,21,1,0,0
1,2,1.54,0,2,5.78,0.31,14,0,0,0
3,5,9.78,2,3,4.84,0.68,5,1,0,2
1,4,6.39,2,2,2.16,0.95,15,0,0,1
2,7,8.11,4,3,0.29,0.68,16,0,0,2
2,4,7.58,3,4,0.52,0.77,1,1,1,1
1,5,6.88,2,2,0.47,3.86,9,0,0,1
3,8,13.51,3,3,1.42,1.53,10,0,0,2
1,3,4.42,1,1,0.52,1.5,5,1,0,0
2,5,8.37,4,2,2.24,8.7,17,0,0,2
2,4,5.07,3,2,1.52,1.68,14,0,0,1
2,6,11.56,4,2,0.13,6.77,15,0,0,2
0,4,3.8,1,3,2.55,1.09,12,0,0,0
1,3,4.82,2,1,0.48,1.48,15,0,0,0
4,6,9.46,2,3,3.24,1.46,1,1,0,2
0,6,5.23,0,2,0.89,2.17,19,0,0,1
1,1,2.12,0,2,0.84,2.39,11,0,0,0
0,1,0.71,1,1,0.12,0.91,13,0,0,0
2,7,10.88,2,5,8.02,4.14,7,0,0,2
4,7,10.26,4,5,1.8,1.92,5,1,0,2
3,3,7.1,2,2,1.09,0.22,13,0,0,1
0,1,0.9,0,2,0.28,2.44,23,1,0,0
1,3,3.01,2,1,2.26,4.2,14,0,0,0
0,2,2.97,0,2,0.7,0.92,19,0,1,0
1,3,3.8,1,1,8.1,0.3,2,1,0,0
3,5,8.02,2,4,5.51,4.31,6,0,0,1
0,2,2.83,2,3,2.49,9.55,15,0,0,0
3,7,10.03,3,5,6.48,0.4,22,1,1,2
2,4,6.64,3,1,0.3,7.15,1,1,1,1
2,3,6.19,2,1,0.69,1.31,16,0,0,1
1,2,2.57,1,1,0.63,7.29,10,0,0,0
2,4,5.81,2,1,0.23,2.82,23,1,0,1
1,3,3.22,2,1,6.55,5.72,2,1,0,1
1,4,4.72,0,2,0.21,4.05,21,1,0,1
6,8,10.09,5,8,3.6,0.27,22,1,0,2
2,3,3.53,2,2,2.73,0.37,7,0,0,1
1,6,6.96,2,4,0.95,2.07,21,1,0,1
2,5,10.08,5,3,0.13,0.55,22,1,0,2
0,3,4.24,1,2,0.11,1.75,20,0,1,0
0,4,3.02,3,4,0.51,7.93,18,0,0,1
2,6,8.3,2,3,1.33,1.07,17,0,0,2
2,5,7.42,3,1,1.2,1.88,6,0,0,1
1,3,4.47,1,2,1.68,1.41,15,0,0,0
0,4,2.38,2,5,2.76,2.68,23,1,1,0
1,2,2.94,0,1,0.95,0.74,13,0,0,0
1,2,2.92,0,2,0.41,0.95,7,0,0,0
0,1,0.94,0,0,3.0,5.09,12,0,0,0
1,4,5.26,3,1,0.83,4.37,2,1,0,0
0,4,2.35,1,4,0.71,4.09,1,1,0,0
1,7,7.66,3,3,2.7,3.88,12,0,0,1
0,3,4.29,2,1,5.0,1.74,21,1,0,0
5,7,16.4,5,3,4.54,3.46,2,1,0,2
4,7,10.64,1,6,0.37,1.42,20,0,0,2
3,8,11.37,5,2,1.36,0.47,0,1,0,2
1,3,5.12,1,3,0.28,1.45,1,1,1,1
1,1,1.98,1,1,5.94,0.63,9,0,0,0
0,3,1.69,2,3,0.54,1.44,10,0,0,0
1,3,3.18,0,4,0.5,1.08,2,1,1,1
3,5,6.28,1,2,4.05,2.49,23,1,0,1
2,7,6.15,3,2,6.29,1.32,7,0,0,1
0,3,1.79,1,1,2.25,3.26,14,0,0,0
1,4,5.05,3,3,0.33,1.99,4,1,0,1
3,3,8.82,1,1,1.3,6.5,7,0,0,1
2,4,7.49,3,2,3.15,0.44,17,0,0,1
1,2,2.43,1,1,1.63,3.11,17,0,0,0
2,8,10.51,6,3,0.36,2.99,11,0,0,2
1,4,6.49,2,1,0.44,7.72,3,1,1,1
2,4,4.86,3,3,3.69,1.36,7,0,0,1
2,3,5.8,0,3,1.45,1.11,1,1,1,1
0,2,2.91,1,1,2.3,0.67,19,0,1,0
2,5,5.96,1,3,0.94,0.97,23,1,0,1
1,6,8.75,2,4,1.47,1.94,2,1,0,1
1,2,3.22,1,2,6.9,4.75,7,0,0,0
2,2,3.46,2,1,0.82,1.04,11,0,0,1
1,1,2.0,0,1,2.12,0.63,1,1,1,0
1,6,8.47,2,4,0.44,0.99,16,0,0,1
0,1,0.61,1,1,0.33,0.47,13,0,0,0
1,4,4.68,0,2,2.86,6.73,13,0,0,0
2,3,3.9,1,1,3.45,5.35,5,1,0,1
1,6,5.11,3,2,2.09,1.12,7,0,0,0
3,8,13.68,1,4,0.41,0.91,9,0,0,2
2,2,3.75,2,1,0.6,6.1,23,1,0,0
0,3,3.93,2,2,4.46,0.2,17,0,0,0
0,2,2.65,2,1,0.71,2.49,0,1,0,0
2,5,9.31,1,4,3.18,6.39,6,0,0,1
3,6,9.22,4,1,0.71,1.98,6,0,0,2
0,5,2.86,1,3,5.15,0.21,12,0,0,0
2,3,4.41,1,2,4.53,0.82,15,0,0,1
2,4,4.48,1,2,0.18,6.59,11,0,0,1
2,2,5.72,2,1,2.75,0.24,18,0,0,1
0,5,7.33,3,4,0.43,1.46,5,1,0,1
2,7,10.56,0,3,0.54,4.1,6,0,0,2
2,4,8.04,0,4,1.21,4.75,16,0,0,1
0,5,5.2,1,4,1.65,1.82,18,0,0,0
0,0,0.0,0,1,0.81,0.86,4,1,0,0
1,4,5.57,2,3,1.64,2.49,2,1,0,1
1,5,6.38,3,3,0.44,0.97,23,1,0,1
1,7,9.97,5,4,0.14,0.94,21,1,1,2
1,4,4.38,4,4,1.62,4.32,17,0,0,1
2,5,10.33,3,2,1.41,0.62,16,0,0,2
3,5,7.19,0,1,2.21,0.21,20,0,0,1
1,5,5.71,2,2,1.99,1.23,10,0,0,1
3,3,3.56,1,2,4.2,1.89,8,0,0,1
2,5,5.26,2,2,1.21,3.25,16,0,0,1
3,5,7.01,2,4,0.12,4.0,18,0,0,1
2,9,5.86,6,4,1.89,2.92,12,0,1,2
4,7,7.79,4,5,2.12,2.66,5,1,0,2
2,4,5.75,0,1,1.43,2.94,20,0,1,1
1,4,6.19,1,2,2.2,0.99,3,1,1,0
1,5,6.17,3,1,0.8,1.4,17,0,1,1
0,3,1.86,2,1,0.39,2.6,11,0,1,0
1,2,1.99,1,1,2.07,0.37,3,1,0,0
1,1,2.39,1,2,0.61,1.08,4,1,0,0
3,11,17.87,5,5,1.2,1.5,11,0,0,2
1,2,2.97,1,2,1.32,2.11,17,0,0,0
0,5,4.79,1,2,1.27,1.87,16,0,0,0
2,3,3.92,3,0,1.74,3.37,22,1,1,0
0,3,3.04,2,2,0.15,1.8,22,1,0,0
0,1,1.33,0,0,8.33,6.06,23,1,0,0
2,3,3.29,2,3,2.37,1.4,9,0,0,1
2,3,4.82,2,2,1.1,2.06,5,1,0,1
1,2,2.79,2,1,0.48,0.21,16,0,0,0
1,2,2.36,0,2,0.25,1.13,7,0,0,0
0,3,2.71,4,1,2.11,5.24,1,1,1,0
1,3,3.14,0,2,0.79,1.21,11,0,0,0
1,10,12.71,4,6,0.57,0.93,2,1,0,2
1,3,4.56,2,3,0.96,2.16,23,1,0,0
4,9,17.33,3,4,1.72,0.41,19,0,1,2
2,5,9.46,2,2,2.1,2.1,20,0,0,1
2,4,7.55,3,2,1.97,1.1,22,1,0,1
1,4,4.12,2,4,3.68,1.41,6,0,1,0
5,8,12.78,3,6,0.54,4.12,0,1,0,2
1,4,5.21,1,2,1.92,2.91,16,0,0,0
3,5,5.45,0,4,0.29,1.68,7,0,0,1
1,6,8.21,1,5,1.53,2.35,9,0,0,1
2,5,7.96,4,2,1.68,3.84,16,0,1,1
2,4,6.12,2,3,0.54,3.62,15,0,0,1
0,3,3.03,3,1,0.99,0.71,9,0,1,0
1,5,5.01,0,2,3.26,1.09,14,0,0,0
3,7,8.35,3,2,0.39,1.27,15,0,0,2
2,2,2.5,0,1,1.13,0.72,17,0,0,0
2,3,4.99,2,3,4.96,0.23,3,1,0,1
2,6,4.33,2,3,1.36,0.68,6,0,0,1
0,2,2.96,0,0,2.42,4.33,11,0,0,0
4,8,13.18,3,3,3.26,2.17,22,1,0,2
0,3,3.29,1,2,0.51,1.25,11,0,1,0
2,3,5.01,2,2,0.54,2.54,22,1,0,1
1,4,3.72,2,2,2.66,3.57,20,0,0,0
0,0,0.0,1,0,2.62,1.29,0,1,0,0
0,1,0.55,2,1,0.21,1.77,20,0,1,0
2,3,4.24,1,3,0.8,0.37,23,1,0,0
2,5,6.99,2,3,1.02,2.47,11,0,0,1
0,2,2.44,2,2,3.28,1.3,22,1,1,0
0,3,2.62,2,3,1.09,1.62,6,0,1,0
2,4,7.19,0,3,4.78,1.57,14,0,0,1
2,6,9.56,4,4,10.34,2.7,1,1,1,2
1,5,8.86,0,3,2.83,2.32,0,1,0,2
2,7,10.74,2,3,2.08,1.57,3,1,1,2
1,5,5.72,1,3,1.0,0.24,7,0,0,1
3,6,8.52,1,4,0.22,2.63,16,0,0,2
1,3,4.8,0,1,1.63,5.49,17,0,1,0
1,5,8.53,0,4,0.91,3.87,22,1,0,2
6,6,13.52,2,4,0.88,10.19,4,1,0,2
1,3,5.48,1,2,2.19,0.57,5,1,0,0
1,2,2.46,0,2,1.22,0.83,11,0,0,0
2,4,6.51,2,2,2.61,2.14,23,1,0,1
0,2,1.56,0,2,1.01,0.87,15,0,0,0
1,3,5.37,0,2,0.39,0.29,8,0,1,0
0,6,8.78,2,5,1.21,1.49,14,0,0,1
0,6,3.87,2,3,5.53,1.05,7,0,1,0
1,4,6.32,1,3,3.01,0.97,11,0,0,1
3,6,7.94,2,7,0.51,7.85,13,0,0,2
2,3,6.32,2,1,0.99,0.88,16,0,0,1
0,5,4.72,2,3,4.83,0.55,13,0,1,0
2,4,6.01,3,1,0.34,0.53,19,0,0,1
1,4,4.84,2,3,0.63,4.3,4,1,0,1
3,5,8.2,2,3,0.65,3.34,12,0,0,2
2,4,4.78,1,4,1.62,0.55,5,1,1,1
1,2,3.96,2,2,1.05,0.82,13,0,0,0
0,4,5.13,1,1,0.25,3.64,5,1,0,0
3,4,6.15,2,1,1.89,1.0,2,1,1,1
3,4,8.63,1,3,0.29,10.18,15,0,0,1
2,3,4.47,2,2,1.78,2.14,11,0,1,1
2,5,8.8,4,2,1.37,0.73,13,0,1,2
0,3,2.04,3,1,1.33,5.09,1,1,0,0
0,6,4.54,1,3,0.23,1.16,17,0,0,0
1,4,5.58,1,0,1.94,1.05,6,0,0,0
1,2,1.9,2,2,1.12,1.19,4,1,1,0
1,5,7.01,2,4,1.05,3.85,11,0,0,1
1,3,4.3,1,3,1.73,0.68,16,0,1,1
2,6,5.22,3,1,1.78,1.4,11,0,0,1
1,2,3.83,1,0,0.13,0.28,20,0,0,0
2,7,8.55,5,4,0.34,4.58,10,0,0,2
0,1,1.4,1,2,0.59,1.24,0,1,0,0
2,6,7.32,2,3,2.14,0.91,8,0,0,1
1,8,8.1,3,3,1.65,2.37,7,0,0,1
1,4,5.75,3,1,2.65,3.25,13,0,0,1
3,5,7.53,2,3,2.53,4.39,3,1,0,2
1,3,4.66,2,2,3.55,1.27,10,0,0,0
2,5,8.17,4,1,0.95,4.38,16,0,0,1
0,4,5.18,2,2,0.86,1.76,7,0,0,0
1,5,5.15,2,3,3.3,0.47,20,0,0,1
1,9,12.0,4,4,0.59,4.88,0,1,1,2
1,3,4.75,2,2,1.21,2.18,17,0,0,1
2,3,5.17,0,3,0.49,2.51,4,1,1,0
1,5,5.74,2,3,4.51,7.13,7,0,0,1
2,6,8.72,3,4,1.04,2.25,7,0,1,2
2,10,9.74,4,7,0.53,0.21,8,0,0,2
2,4,7.3,3,4,2.22,5.31,17,0,0,1
1,2,2.19,1,1,0.61,1.04,6,0,0,0
1,4,5.54,4,1,5.27,1.94,9,0,0,0
0,4,5.72,1,3,0.92,0.77,20,0,0,0
1,2,3.03,0,1,2.07,1.08,15,0,0,0
0,2,2.68,1,3,0.86,3.1,2,1,0,0
1,2,2.8,1,0,3.06,1.6,9,0,0,0
2,5,7.37,2,4,4.19,2.67,7,0,1,1
1,2,3.49,0,2,2.89,4.54,17,0,0,0
0,1,0.57,1,1,3.5,1.24,3,1,0,0
1,5,3.89,2,2,0.29,2.3,11,0,0,1
2,3,5.12,2,4,4.74,3.96,20,0,0,1
2,7,8.36,4,3,1.86,3.34,4,1,0,2
0,1,0.81,1,0,3.76,2.14,3,1,0,0
2,4,5.47,1,1,2.18,1.41,18,0,0,1
2,5,5.72,2,5,0.51,1.51,18,0,0,1
1,5,4.24,2,3,1.79,1.62,4,1,0,0
0,3,4.48,2,2,0.27,1.27,14,0,1,0
1,7,6.92,4,4,2.24,3.2,11,0,1,1
2,5,5.66,2,4,1.05,0.54,12,0,0,1
2,4,5.32,0,3,0.4,8.76,5,1,0,1
3,5,11.31,1,3,7.07,3.97,16,0,0,2
2,6,8.83,2,4,4.26,1.09,19,0,0,2
1,3,5.03,2,2,4.13,0.31,9,0,0,1
0,1,0.84,1,0,2.9,3.31,13,0,0,0
2,8,6.76,2,2,2.22,3.51,14,0,0,1
0,2,1.66,1,0,2.02,8.48,9,0,1,0
2,4,6.68,3,2,0.3,0.93,5,1,1,1
4,7,7.53,3,4,4.25,0.42,15,0,1,2
2,4,7.72,1,3,3.93,6.37,1,1,0,1
0,2,1.47,1,3,2.58,0.95,9,0,1,0
2,4,5.87,2,2,4.82,3.4,4,1,0,1
1,4,4.45,3,3,1.55,0.36,8,0,0,0
1,4,5.29,1,2,1.17,3.77,18,0,1,1
2,6,9.98,2,2,6.29,0.54,18,0,1,2
3,8,14.3,3,4,1.22,3.17,8,0,1,2
0,0,0.0,0,1,1.95,2.1,15,0,0,0
4,5,6.69,3,1,0.94,7.98,18,0,0,2
1,1,2.51,0,1,1.92,0.29,19,0,0,0
0,2,1.47,1,0,2.39,1.06,3,1,1,0
0,3,4.42,0,1,1.86,0.38,4,1,0,0
2,6,8.67,2,4,1.4,5.48,17,0,0,1
0,3,2.86,2,3,0.74,2.45,7,0,0,0
4,5,6.41,1,3,1.96,2.11,12,0,0,1
1,4,5.84,1,2,4.4,0.55,8,0,1,0
0,4,2.66,2,4,0.11,1.88,9,0,0,0
3,6,10.48,3,2,0.36,1.47,3,1,0,2
1,2,3.14,0,2,0.33,1.15,18,0,1,0
1,1,1.63,1,1,4.72,3.9,3,1,0,0
1,5,5.21,1,4,2.06,0.36,12,0,1,1
1,5,7.85,1,4,5.56,2.8,22,1,1,2
2,5,8.21,2,4,1.67,4.53,16,0,0,1
0,2,1.89,0,1,1.21,6.15,10,0,0,0
2,5,8.56,5,3,2.93,3.63,1,1,0,1
4,6,11.07,1,4,0.42,1.03,4,1,0,2
0,5,4.04,3,3,0.96,2.49,12,0,0,0
2,3,6.45,2,2,1.23,0.58,21,1,0,1
1,1,1.01,2,0,0.74,0.51,2,1,0,0
2,5,6.41,2,2,0.94,2.74,18,0,0,1
1,4,4.57,3,2,0.25,4.96,22,1,0,1
2,5,6.39,4,4,0.5,0.37,18,0,0,1
2,6,9.95,1,4,0.84,0.48,15,0,0,2
0,6,3.87,2,2,2.96,2.28,15,0,0,0
3,6,8.3,1,5,0.46,0.82,2,1,0,2
0,1,0.72,1,0,0.87,2.57,22,1,1,0
3,7,9.27,3,3,0.22,0.8,8,0,0,2
2,3,5.25,1,1,1.57,0.51,18,0,1,0
1,3,3.02,2,3,1.8,2.17,23,1,0,0
5,6,9.91,0,4,3.71,5.15,0,1,0,2
0,4,2.76,3,2,3.18,3.09,13,0,1,0
1,3,5.27,0,2,0.7,4.47,23,1,0,0
1,3,3.64,2,1,0.37,0.97,10,0,0,0
0,1,0.8,0,1,0.41,5.63,17,0,0,0
1,6,7.86,2,3,6.35,1.38,19,0,0,1
1,1,1.42,1,0,2.11,4.98,6,0,0,0
1,4,5.49,1,4,0.18,1.79,5,1,0,1
2,6,7.2,2,4,0.36,0.98,11,0,0,1
2,3,6.85,3,1,1.3,0.95,23,1,1,1
1,2,3.29,0,1,0.52,2.3,1,1,1,0
1,4,3.84,3,0,3.03,0.41,12,0,0,1
2,3,4.54,0,1,1.63,6.85,19,0,1,0
0,3,3.82,0,2,1.81,0.99,0,1,0,0
0,0,0.0,0,0,1.22,1.22,22,1,0,0
2,3,5.62,4,2,0.63,0.86,14,0,1,1
1,3,5.95,1,2,1.7,0.21,19,0,0,0
1,4,5.56,3,2,2.37,3.15,7,0,0,0
1,5,4.34,5,5,0.93,2.43,17,0,0,1
0,2,1.92,1,1,1.37,4.35,14,0,0,0
0,3,1.64,2,2,3.4,0.3,7,0,0,0
2,5,5.22,3,2,0.39,6.8,1,1,1,1
0,3,3.26,1,1,1.52,1.2,10,0,0,0
0,3,2.43,0,1,0.87,6.31,7,0,0,0
1,2,2.87,1,1,2.28,0.48,12,0,0,0
3,5,10.21,3,4,0.13,3.61,0,1,1,2
0,3,2.76,2,3,2.1,2.36,17,0,0,0
3,5,6.03,1,3,0.3,1.31,4,1,0,1
3,7,10.58,2,3,0.22,0.41,0,1,1,2
2,4,5.87,3,2,2.42,2.52,11,0,0,1
1,1,2.99,0,0,1.94,0.27,4,1,0,0
1,7,7.84,4,2,4.16,1.94,20,0,0,2
2,6,8.96,0,3,1.42,2.52,15,0,0,1
1,7,7.45,4,4,1.46,3.5,22,1,0,1
3,7,9.57,5,1,2.31,12.07,17,0,0,2
1,6,8.72,2,1,0.8,0.95,1,1,0,2
1,7,6.43,1,3,0.17,1.17,14,0,1,1
1,2,2.61,1,1,0.57,1.24,21,1,0,0
3,6,8.58,2,3,0.59,3.49,10,0,0,2
2,3,3.13,1,1,0.84,6.91,9,0,1,0
0,5,7.49,3,2,5.27,9.36,2,1,0,1
3,12,14.44,3,5,3.04,7.49,12,0,0,2
2,4,6.42,1,1,5.05,5.49,12,0,0,0
2,2,4.06,2,1,11.94,11.97,23,1,0,1
3,3,5.8,2,0,1.12,1.38,2,1,0,1
2,5,7.57,2,3,0.56,7.61,9,0,0,1
1,3,3.8,2,1,1.58,3.78,3,1,1,1
3,7,6.74,4,3,3.93,0.66,13,0,0,2
3,5,8.13,2,1,1.23,0.32,22,1,0,1
1,4,5.29,1,1,1.37,0.8,16,0,0,0
3,7,11.47,0,3,0.36,3.97,0,1,1,2
2,3,3.99,2,4,1.08,2.7,14,0,0,1
2,3,3.16,2,3,0.98,0.84,21,1,1,1
2,5,7.43,3,0,0.88,3.59,20,0,0,1
2,5,8.35,1,3,4.03,0.58,1,1,0,1
4,8,13.34,3,3,0.21,4.51,17,0,0,2
1,1,2.02,1,0,6.55,4.15,6,0,0,0
1,7,7.55,2,4,0.11,9.19,21,1,0,2
1,6,8.89,1,2,5.34,0.61,12,0,0,1
2,4,4.86,2,2,1.53,6.13,23,1,1,1
0,2,1.89,2,2,2.28,1.24,2,1,1,0
1,3,3.48,0,2,0.47,1.54,2,1,0,0
0,3,3.21,2,4,2.01,1.78,12,0,1,0
4,7,13.98,3,5,3.95,2.66,20,0,0,2
2,5,6.89,2,4,0.37,13.33,3,1,0,2
4,5,12.7,3,2,0.34,2.49,15,0,0,2
2,3,4.12,2,0,0.75,6.73,7,0,0,0
1,7,8.34,1,4,0.42,0.94,21,1,0,2
1,4,5.81,1,5,0.31,1.47,7,0,0,1
3,3,7.57,2,2,2.14,1.96,15,0,1,1
3,5,8.75,0,5,0.53,1.17,22,1,0,2
1,4,4.75,2,1,2.08,9.62,1,1,1,0
0,3,4.15,2,1,3.66,3.43,8,0,0,0
2,4,7.37,1,1,2.0,1.83,12,0,0,1
3,7,6.68,3,3,0.33,3.68,21,1,1,2
2,3,6.64,1,3,1.63,1.78,21,1,0,1
0,2,1.75,0,1,1.0,0.24,11,0,1,0
0,1,1.32,1,2,0.86,2.16,1,1,0,0
2,6,8.41,4,3,0.79,2.65,8,0,1,2
0,5,5.84,2,3,4.87,10.14,0,1,0,1
1,3,4.45,2,3,2.54,0.3,5,1,0,0
1,5,4.33,0,1,0.36,1.99,23,1,0,0
0,2,1.78,0,2,1.26,0.46,1,1,1,0
1,4,5.95,0,1,0.79,0.6,2,1,0,0
1,5,5.84,3,2,6.97,2.56,14,0,1,1
2,6,7.2,2,3,6.97,0.86,6,0,0,1
2,6,9.97,1,5,0.79,3.66,12,0,0,2
0,2,2.38,2,2,0.88,2.0,15,0,0,0
3,3,3.88,0,2,1.75,0.82,12,0,0,0
0,3,1.85,1,3,1.27,1.9,11,0,0,0
1,3,3.55,1,1,0.53,0.2,16,0,0,0
2,4,7.06,1,3,2.04,5.16,20,0,1,1
3,5,9.89,2,2,0.83,0.23,10,0,0,2
0,3,3.08,1,1,2.01,0.22,21,1,0,0
1,4,5.36,1,2,0.97,2.56,6,0,0,0
1,3,4.02,2,1,2.27,9.28,12,0,1,0
1,1,1.22,2,0,2.08,5.04,9,0,0,0
1,6,9.78,4,2,1.38,0.93,9,0,0,2
1,5,8.5,3,2,2.3,0.75,12,0,0,1
1,3,3.71,2,2,1.21,2.66,22,1,1,0
3,5,4.78,2,3,0.32,4.52,18,0,1,1
0,1,0.76,1,1,0.46,1.32,22,1,1,0
2,3,5.14,2,1,0.61,1.62,16,0,1,1
1,2,3.42,1,2,0.22,0.51,19,0,0,0
1,6,7.71,1,2,2.34,0.61,6,0,0,1
3,6,8.53,4,3,0.92,2.3,22,1,0,2
2,5,6.53,3,2,0.28,0.47,3,1,0,1
0,3,3.7,2,2,3.19,0.76,16,0,0,0
0,1,0.52,0,1,2.17,0.87,23,1,0,0
0,2,1.79,0,2,1.18,1.67,3,1,0,0
1,3,4.42,1,3,0.61,0.32,17,0,0,0
1,4,5.9,2,3,0.4,1.93,19,0,0,1
3,6,10.87,1,2,1.2,6.8,7,0,0,2
1,2,2.56,1,1,4.0,0.26,7,0,1,0
1,2,1.82,0,3,0.48,2.69,20,0,0,0
2,4,3.39,1,2,1.61,4.72,15,0,1,0
2,3,4.45,2,3,5.97,1.14,14,0,0,0
1,3,3.43,2,2,1.92,0.55,17,0,0,0
3,3,6.51,0,3,1.14,0.31,22,1,0,1
0,4,2.18,2,4,2.37,2.78,18,0,0,0
2,6,9.99,0,4,3.23,2.21,5,1,1,2
3,6,4.73,1,0,1.71,0.85,8,0,0,1
3,6,6.06,3,3,3.8,4.65,15,0,1,1
2,7,8.8,4,5,1.4,3.52,20,0,0,2
2,3,3.53,2,3,3.29,1.01,8,0,0,0
3,5,5.02,2,2,5.57,3.7,19,0,0,1
1,1,2.28,1,1,1.35,0.9,16,0,0,0
0,2,2.6,0,2,1.77,3.01,3,1,0,0
1,1,2.51,0,1,1.79,0.52,14,0,0,0
1,6,6.87,1,5,2.84,3.15,10,0,1,1
1,3,3.41,2,3,3.22,0.88,13,0,0,0
3,6,9.02,1,5,0.15,2.32,16,0,0,2
0,2,2.52,0,0,2.48,0.67,12,0,1,0
2,6,10.18,3,2,2.86,3.44,8,0,0,2
1,4,5.22,0,1,2.27,0.36,23,1,0,0
2,4,5.25,0,4,2.35,0.65,15,0,0,1
